#EMOJI,TITLE,CATEGORY,CODEPOINT,PARENTCODEPOINT,ANNOTATIONS,BRI,VERSION
🕵️🏻‍♀️,Female Sleuth,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FB U+200D U+2640 U+FE0F,U+1F575 U+FE0F U+200D U+2640 U+FE0F,person;sleuth;spy;inspector;person,female;girl;detective;sherlock;,9
🕵️🏼‍♀️,Female Sleuth,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FC U+200D U+2640 U+FE0F,U+1F575 U+FE0F U+200D U+2640 U+FE0F,person;sleuth;spy;inspector;person,female;girl;detective;sherlock;,9
🕵️🏽‍♀️,Female Sleuth,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FD U+200D U+2640 U+FE0F,U+1F575 U+FE0F U+200D U+2640 U+FE0F,person;sleuth;spy;inspector;person,female;girl;detective;sherlock;,9
🕵️🏾‍♀️,Female Sleuth,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FE U+200D U+2640 U+FE0F,U+1F575 U+FE0F U+200D U+2640 U+FE0F,person;sleuth;spy;inspector;person,female;girl;detective;sherlock;,9
🕵️🏿‍♀️,Female Sleuth,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FF U+200D U+2640 U+FE0F,U+1F575 U+FE0F U+200D U+2640 U+FE0F,person;sleuth;spy;inspector;person,female;girl;detective;sherlock;,9
🕵️‍♂️,man detective,SMILEYS & PEOPLE,U+1F575 U+FE0F U+200D U+2642 U+FE0F,U+1F575 U+FE0F U+200D U+2642 U+FE0F,detective;man;sleuth;spy,detective;sherlock;,10.3
🕵️🏻‍♂️,man detective,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FB U+200D U+2642 U+FE0F,U+1F575 U+FE0F U+200D U+2642 U+FE0F,detective;man;sleuth;spy,detective;sherlock;,10.3
🕵️🏼‍♂️,man detective,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FC U+200D U+2642 U+FE0F,U+1F575 U+FE0F U+200D U+2642 U+FE0F,detective;man;sleuth;spy,detective;sherlock;,10.3
🕵️🏽‍♂️,man detective,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FD U+200D U+2642 U+FE0F,U+1F575 U+FE0F U+200D U+2642 U+FE0F,detective;man;sleuth;spy,detective;sherlock;,10.3
🕵️🏾‍♂️,man detective,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FE U+200D U+2642 U+FE0F,U+1F575 U+FE0F U+200D U+2642 U+FE0F,detective;man;sleuth;spy,detective;sherlock;,10.3
🕵️🏿‍♂️,man detective,SMILEYS & PEOPLE,U+1F575 U+FE0F U+1F3FF U+200D U+2642 U+FE0F,U+1F575 U+FE0F U+200D U+2642 U+FE0F,detective;man;sleuth;spy,detective;sherlock;,10.3
👩‍⚕️,Female Health Worker,SMILEYS & PEOPLE,U+1F469 U+200D U+2695 U+FE0F,U+1F469 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;woman,female;girl,10.2
👩🏻‍⚕️,Female Health Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+2695 U+FE0F,U+1F469 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;woman,female;girl,10.2
👩🏼‍⚕️,Female Health Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+2695 U+FE0F,U+1F469 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;woman,female;girl,10.2
👩🏽‍⚕️,Female Health Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+2695 U+FE0F,U+1F469 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;woman,female;girl,10.2
👩🏾‍⚕️,Female Health Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+2695 U+FE0F,U+1F469 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;woman,female;girl,10.2
👩🏿‍⚕️,Female Health Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+2695 U+FE0F,U+1F469 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;woman,female;girl,10.2
👨‍⚕️,Male Health Worker,SMILEYS & PEOPLE,U+1F468 U+200D U+2695 U+FE0F,U+1F468 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;man,male,10.2
👨🏻‍⚕️,Male Health Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+2695 U+FE0F,U+1F468 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;man,male,10.2
👨🏼‍⚕️,Male Health Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+2695 U+FE0F,U+1F468 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;man,male,10.2
👨🏽‍⚕️,Male Health Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+2695 U+FE0F,U+1F468 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;man,male,10.2
👨🏾‍⚕️,Male Health Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+2695 U+FE0F,U+1F468 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;man,male,10.2
👨🏿‍⚕️,Male Health Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+2695 U+FE0F,U+1F468 U+200D U+2695 U+FE0F,doctor;healthcare;nurse;therapist;man,male,10.2
👩‍🌾,Female Farmer,SMILEYS & PEOPLE,U+1F469 U+200D U+1F33E,U+1F469 U+200D U+1F33E,farmer;gardener;rancher;woman,female;girl;garden,10.2
👩🏻‍🌾,Female Farmer,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F33E,U+1F469 U+200D U+1F33E,farmer;gardener;rancher;woman,female;girl;garden,10.2
👩🏼‍🌾,Female Farmer,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F33E,U+1F469 U+200D U+1F33E,farmer;gardener;rancher;woman,female;girl;garden,10.2
👩🏽‍🌾,Female Farmer,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F33E,U+1F469 U+200D U+1F33E,farmer;gardener;rancher;woman,female;girl;garden,10.2
👩🏾‍🌾,Female Farmer,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F33E,U+1F469 U+200D U+1F33E,farmer;gardener;rancher;woman,female;girl;garden,10.2
👩🏿‍🌾,Female Farmer,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F33E,U+1F469 U+200D U+1F33E,farmer;gardener;rancher;woman,female;girl;garden,10.2
👨‍🌾,Male Farmer,SMILEYS & PEOPLE,U+1F468 U+200D U+1F33E,U+1F468 U+200D U+1F33E,farmer;gardener;rancher;man,male;boy;garden;,10.2
👨🏻‍🌾,Male Farmer,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F33E,U+1F468 U+200D U+1F33E,farmer;gardener;rancher;man,male;boy;garden;,10.2
👨🏼‍🌾,Male Farmer,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F33E,U+1F468 U+200D U+1F33E,farmer;gardener;rancher;man,male;boy;garden;,10.2
👨🏽‍🌾,Male Farmer,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F33E,U+1F468 U+200D U+1F33E,farmer;gardener;rancher;man,male;boy;garden;,10.2
👨🏾‍🌾,Male Farmer,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F33E,U+1F468 U+200D U+1F33E,farmer;gardener;rancher;man,male;boy;garden;,10.2
👨🏿‍🌾,Male Farmer,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F33E,U+1F468 U+200D U+1F33E,farmer;gardener;rancher;man,male;boy;garden;,10.2
👩‍🍳,Female Cook,SMILEYS & PEOPLE,U+1F469 U+200D U+1F373,U+1F469 U+200D U+1F373,chef;cook;woman,female;girl,10.2
👩🏻‍🍳,Female Cook,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F373,U+1F469 U+200D U+1F373,chef;cook;woman,female;girl,10.2
👩🏼‍🍳,Female Cook,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F373,U+1F469 U+200D U+1F373,chef;cook;woman,female;girl,10.2
👩🏽‍🍳,Female Cook,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F373,U+1F469 U+200D U+1F373,chef;cook;woman,female;girl,10.2
👩🏾‍🍳,Female Cook,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F373,U+1F469 U+200D U+1F373,chef;cook;woman,female;girl,10.2
👩🏿‍🍳,Female Cook,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F373,U+1F469 U+200D U+1F373,chef;cook;woman,female;girl,10.2
👨‍🍳,Male Cook,SMILEYS & PEOPLE,U+1F468 U+200D U+1F373,U+1F468 U+200D U+1F373,chef;cook;man,male,10.2
👨🏻‍🍳,Male Cook,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F373,U+1F468 U+200D U+1F373,chef;cook;man,male,10.2
👨🏼‍🍳,Male Cook,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F373,U+1F468 U+200D U+1F373,chef;cook;man,male,10.2
👨🏽‍🍳,Male Cook,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F373,U+1F468 U+200D U+1F373,chef;cook;man,male,10.2
👨🏾‍🍳,Male Cook,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F373,U+1F468 U+200D U+1F373,chef;cook;man,male,10.2
👨🏿‍🍳,Male Cook,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F373,U+1F468 U+200D U+1F373,chef;cook;man,male,10.2
👩‍🎓,Female Student,SMILEYS & PEOPLE,U+1F469 U+200D U+1F393,U+1F469 U+200D U+1F393,graduate;student;woman,college;female;graduation;high school;girl,10.2
👩🏻‍🎓,Female Student,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F393,U+1F469 U+200D U+1F393,graduate;student;woman,college;female;graduation;high school;girl,10.2
👩🏼‍🎓,Female Student,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F393,U+1F469 U+200D U+1F393,graduate;student;woman,college;female;graduation;high school;girl,10.2
👩🏽‍🎓,Female Student,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F393,U+1F469 U+200D U+1F393,graduate;student;woman,college;female;graduation;high school;girl,10.2
👩🏾‍🎓,Female Student,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F393,U+1F469 U+200D U+1F393,graduate;student;woman,college;female;graduation;high school;girl,10.2
👩🏿‍🎓,Female Student,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F393,U+1F469 U+200D U+1F393,graduate;student;woman,college;female;graduation;high school;girl,10.2
👨‍🎓,Male Student,SMILEYS & PEOPLE,U+1F468 U+200D U+1F393,U+1F468 U+200D U+1F393,graduate;student;man,college;male;graduation;high school,10.2
👨🏻‍🎓,Male Student,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F393,U+1F468 U+200D U+1F393,graduate;student;man,college;male;graduation;high school,10.2
👨🏼‍🎓,Male Student,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F393,U+1F468 U+200D U+1F393,graduate;student;man,college;male;graduation;high school,10.2
👨🏽‍🎓,Male Student,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F393,U+1F468 U+200D U+1F393,graduate;student;man,college;male;graduation;high school,10.2
👨🏾‍🎓,Male Student,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F393,U+1F468 U+200D U+1F393,graduate;student;man,college;male;graduation;high school,10.2
👨🏿‍🎓,Male Student,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F393,U+1F468 U+200D U+1F393,graduate;student;man,college;male;graduation;high school,10.2
👩‍🎤,Female Singer,SMILEYS & PEOPLE,U+1F469 U+200D U+1F3A4,U+1F469 U+200D U+1F3A4,actor;entertainer;rock;singer;star;woman,female;girl,10.2
👩🏻‍🎤,Female Singer,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F3A4,U+1F469 U+200D U+1F3A4,actor;entertainer;rock;singer;star;woman,female;girl,10.2
👩🏼‍🎤,Female Singer,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F3A4,U+1F469 U+200D U+1F3A4,actor;entertainer;rock;singer;star;woman,female;girl,10.2
👩🏽‍🎤,Female Singer,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F3A4,U+1F469 U+200D U+1F3A4,actor;entertainer;rock;singer;star;woman,female;girl,10.2
👩🏾‍🎤,Female Singer,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F3A4,U+1F469 U+200D U+1F3A4,actor;entertainer;rock;singer;star;woman,female;girl,10.2
👩🏿‍🎤,Female Singer,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F3A4,U+1F469 U+200D U+1F3A4,actor;entertainer;rock;singer;star;woman,female;girl,10.2
👨‍🎤,Male Singer,SMILEYS & PEOPLE,U+1F468 U+200D U+1F3A4,U+1F468 U+200D U+1F3A4,actor;entertainer;rock;singer;star;man,male,10.2
👨🏻‍🎤,Male Singer,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F3A4,U+1F468 U+200D U+1F3A4,actor;entertainer;rock;singer;star;man,male,10.2
👨🏼‍🎤,Male Singer,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F3A4,U+1F468 U+200D U+1F3A4,actor;entertainer;rock;singer;star;man,male,10.2
👨🏽‍🎤,Male Singer,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F3A4,U+1F468 U+200D U+1F3A4,actor;entertainer;rock;singer;star;man,male,10.2
👨🏾‍🎤,Male Singer,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F3A4,U+1F468 U+200D U+1F3A4,actor;entertainer;rock;singer;star;man,male,10.2
👨🏿‍🎤,Male Singer,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F3A4,U+1F468 U+200D U+1F3A4,actor;entertainer;rock;singer;star;man,male,10.2
👩‍🏫,Female Teacher,SMILEYS & PEOPLE,U+1F469 U+200D U+1F3EB,U+1F469 U+200D U+1F3EB,instructor;professor;teacher;woman,teach;educate;education;female;girl,10.2
👩🏻‍🏫,Female Teacher,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F3EB,U+1F469 U+200D U+1F3EB,instructor;professor;teacher;woman,teach;educate;education;female;girl,10.2
👩🏼‍🏫,Female Teacher,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F3EB,U+1F469 U+200D U+1F3EB,instructor;professor;teacher;woman,teach;educate;education;female;girl,10.2
👩🏽‍🏫,Female Teacher,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F3EB,U+1F469 U+200D U+1F3EB,instructor;professor;teacher;woman,teach;educate;education;female;girl,10.2
👩🏾‍🏫,Female Teacher,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F3EB,U+1F469 U+200D U+1F3EB,instructor;professor;teacher;woman,teach;educate;education;female;girl,10.2
👩🏿‍🏫,Female Teacher,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F3EB,U+1F469 U+200D U+1F3EB,instructor;professor;teacher;woman,teach;educate;education;female;girl,10.2
👨‍🏫,Male Teacher,SMILEYS & PEOPLE,U+1F468 U+200D U+1F3EB,U+1F468 U+200D U+1F3EB,instructor;professor;teacher;man,teach;educate;education;male,10.2
👨🏻‍🏫,Male Teacher,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F3EB,U+1F468 U+200D U+1F3EB,instructor;professor;teacher;man,teach;educate;education;male,10.2
👨🏼‍🏫,Male Teacher,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F3EB,U+1F468 U+200D U+1F3EB,instructor;professor;teacher;man,teach;educate;education;male,10.2
👨🏽‍🏫,Male Teacher,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F3EB,U+1F468 U+200D U+1F3EB,instructor;professor;teacher;man,teach;educate;education;male,10.2
👨🏾‍🏫,Male Teacher,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F3EB,U+1F468 U+200D U+1F3EB,instructor;professor;teacher;man,teach;educate;education;male,10.2
👨🏿‍🏫,Male Teacher,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F3EB,U+1F468 U+200D U+1F3EB,instructor;professor;teacher;man,teach;educate;education;male,10.2
👩‍🏭,Female Factory Worker,SMILEYS & PEOPLE,U+1F469 U+200D U+1F3ED,U+1F469 U+200D U+1F3ED,assembly;factory;industrial;woman;worker,female;girl,10.2
👩🏻‍🏭,Female Factory Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F3ED,U+1F469 U+200D U+1F3ED,assembly;factory;industrial;woman;worker,female;girl,10.2
👩🏼‍🏭,Female Factory Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F3ED,U+1F469 U+200D U+1F3ED,assembly;factory;industrial;woman;worker,female;girl,10.2
👩🏽‍🏭,Female Factory Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F3ED,U+1F469 U+200D U+1F3ED,assembly;factory;industrial;woman;worker,female;girl,10.2
👩🏾‍🏭,Female Factory Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F3ED,U+1F469 U+200D U+1F3ED,assembly;factory;industrial;woman;worker,female;girl,10.2
👩🏿‍🏭,Female Factory Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F3ED,U+1F469 U+200D U+1F3ED,assembly;factory;industrial;woman;worker,female;girl,10.2
👨‍🏭,Male Factory Worker,SMILEYS & PEOPLE,U+1F468 U+200D U+1F3ED,U+1F468 U+200D U+1F3ED,assembly;factory;industrial;man;worker,male,10.2
👨🏻‍🏭,Male Factory Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F3ED,U+1F468 U+200D U+1F3ED,assembly;factory;industrial;man;worker,male,10.2
👨🏼‍🏭,Male Factory Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F3ED,U+1F468 U+200D U+1F3ED,assembly;factory;industrial;man;worker,male,10.2
👨🏽‍🏭,Male Factory Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F3ED,U+1F468 U+200D U+1F3ED,assembly;factory;industrial;man;worker,male,10.2
👨🏾‍🏭,Male Factory Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F3ED,U+1F468 U+200D U+1F3ED,assembly;factory;industrial;man;worker,male,10.2
👨🏿‍🏭,Male Factory Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F3ED,U+1F468 U+200D U+1F3ED,assembly;factory;industrial;man;worker,male,10.2
👩‍💻,Female Technologist,SMILEYS & PEOPLE,U+1F469 U+200D U+1F4BB,U+1F469 U+200D U+1F4BB,coder;developer;inventor;software;technologist;woman,hacker;hacking;hack;coding;programmer;programming;female;girl,10.2
👩🏻‍💻,Female Technologist,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F4BB,U+1F469 U+200D U+1F4BB,coder;developer;inventor;software;technologist;woman,hacker;hacking;hack;coding;programmer;programming;female;girl,10.2
👩🏼‍💻,Female Technologist,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F4BB,U+1F469 U+200D U+1F4BB,coder;developer;inventor;software;technologist;woman,hacker;hacking;hack;coding;programmer;programming;female;girl,10.2
👩🏽‍💻,Female Technologist,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F4BB,U+1F469 U+200D U+1F4BB,coder;developer;inventor;software;technologist;woman,hacker;hacking;hack;coding;programmer;programming;female;girl,10.2
👩🏾‍💻,Female Technologist,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F4BB,U+1F469 U+200D U+1F4BB,coder;developer;inventor;software;technologist;woman,hacker;hacking;hack;coding;programmer;programming;female;girl,10.2
👩🏿‍💻,Female Technologist,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F4BB,U+1F469 U+200D U+1F4BB,coder;developer;inventor;software;technologist;woman,hacker;hacking;hack;coding;programmer;programming;female;girl,10.2
👨‍💻,Male Technologist,SMILEYS & PEOPLE,U+1F468 U+200D U+1F4BB,U+1F468 U+200D U+1F4BB,coder;developer;inventor;software;technologist;man,hacker;hacking;hack;coding;programmer;programming;male,10.2
👨🏻‍💻,Male Technologist,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F4BB,U+1F468 U+200D U+1F4BB,coder;developer;inventor;software;technologist;man,hacker;hacking;hack;coding;programmer;programming;male,10.2
👨🏼‍💻,Male Technologist,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F4BB,U+1F468 U+200D U+1F4BB,coder;developer;inventor;software;technologist;man,hacker;hacking;hack;coding;programmer;programming;male,10.2
👨🏽‍💻,Male Technologist,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F4BB,U+1F468 U+200D U+1F4BB,coder;developer;inventor;software;technologist;man,hacker;hacking;hack;coding;programmer;programming;male,10.2
👨🏾‍💻,Male Technologist,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F4BB,U+1F468 U+200D U+1F4BB,coder;developer;inventor;software;technologist;man,hacker;hacking;hack;coding;programmer;programming;male,10.2
👨🏿‍💻,Male Technologist,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F4BB,U+1F468 U+200D U+1F4BB,coder;developer;inventor;software;technologist;man,hacker;hacking;hack;coding;programmer;programming;male,10.2
👩‍💼,Female Office Worker,SMILEYS & PEOPLE,U+1F469 U+200D U+1F4BC,U+1F469 U+200D U+1F4BC,architect;business;manager;office;white-collar;woman,female;girl,10.2
👩🏻‍💼,Female Office Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F4BC,U+1F469 U+200D U+1F4BC,architect;business;manager;office;white-collar;woman,female;girl,10.2
👩🏼‍💼,Female Office Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F4BC,U+1F469 U+200D U+1F4BC,architect;business;manager;office;white-collar;woman,female;girl,10.2
👩🏽‍💼,Female Office Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F4BC,U+1F469 U+200D U+1F4BC,architect;business;manager;office;white-collar;woman,female;girl,10.2
👩🏾‍💼,Female Office Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F4BC,U+1F469 U+200D U+1F4BC,architect;business;manager;office;white-collar;woman,female;girl,10.2
👩🏿‍💼,Female Office Worker,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F4BC,U+1F469 U+200D U+1F4BC,architect;business;manager;office;white-collar;woman,female;girl,10.2
👨‍💼,Male Office Worker,SMILEYS & PEOPLE,U+1F468 U+200D U+1F4BC,U+1F468 U+200D U+1F4BC,architect;business;manager;office;white-collar;man,male,10.2
👨🏻‍💼,Male Office Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F4BC,U+1F468 U+200D U+1F4BC,architect;business;manager;office;white-collar;man,male,10.2
👨🏼‍💼,Male Office Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F4BC,U+1F468 U+200D U+1F4BC,architect;business;manager;office;white-collar;man,male,10.2
👨🏽‍💼,Male Office Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F4BC,U+1F468 U+200D U+1F4BC,architect;business;manager;office;white-collar;man,male,10.2
👨🏾‍💼,Male Office Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F4BC,U+1F468 U+200D U+1F4BC,architect;business;manager;office;white-collar;man,male,10.2
👨🏿‍💼,Male Office Worker,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F4BC,U+1F468 U+200D U+1F4BC,architect;business;manager;office;white-collar;man,male,10.2
👩‍🔧,Female Mechanic,SMILEYS & PEOPLE,U+1F469 U+200D U+1F527,U+1F469 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;woman,fix;repair;female;girl,10.2
👩🏻‍🔧,Female Mechanic,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F527,U+1F469 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;woman,fix;repair;female;girl,10.2
👩🏼‍🔧,Female Mechanic,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F527,U+1F469 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;woman,fix;repair;female;girl,10.2
👩🏽‍🔧,Female Mechanic,SMILEYS & PEOPLE,U+1F469 U+1F3FD U+200D U+1F527,U+1F469 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;woman,fix;repair;female;girl,10.2
👩🏾‍🔧,Female Mechanic,SMILEYS & PEOPLE,U+1F469 U+1F3FE U+200D U+1F527,U+1F469 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;woman,fix;repair;female;girl,10.2
👩🏿‍🔧,Female Mechanic,SMILEYS & PEOPLE,U+1F469 U+1F3FF U+200D U+1F527,U+1F469 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;woman,fix;repair;female;girl,10.2
👨‍🔧,Male Mechanic,SMILEYS & PEOPLE,U+1F468 U+200D U+1F527,U+1F468 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;man,fix;repair;male,10.2
👨🏻‍🔧,Male Mechanic,SMILEYS & PEOPLE,U+1F468 U+1F3FB U+200D U+1F527,U+1F468 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;man,fix;repair;male,10.2
👨🏼‍🔧,Male Mechanic,SMILEYS & PEOPLE,U+1F468 U+1F3FC U+200D U+1F527,U+1F468 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;man,fix;repair;male,10.2
👨🏽‍🔧,Male Mechanic,SMILEYS & PEOPLE,U+1F468 U+1F3FD U+200D U+1F527,U+1F468 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;man,fix;repair;male,10.2
👨🏾‍🔧,Male Mechanic,SMILEYS & PEOPLE,U+1F468 U+1F3FE U+200D U+1F527,U+1F468 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;man,fix;repair;male,10.2
👨🏿‍🔧,Male Mechanic,SMILEYS & PEOPLE,U+1F468 U+1F3FF U+200D U+1F527,U+1F468 U+200D U+1F527,electrician;mechanic;plumber;tradesperson;man,fix;repair;male,10.2
👩‍🔬,Female Scientist,SMILEYS & PEOPLE,U+1F469 U+200D U+1F52C,U+1F469 U+200D U+1F52C,"biologist;chemist;engineer;mathematician;physicist;scientist;woman",biology;chemistry;engineering;math;physics;science;female;girl,10.2
👩🏻‍🔬,Female Scientist,SMILEYS & PEOPLE,U+1F469 U+1F3FB U+200D U+1F52C,U+1F469 U+200D U+1F52C,"biologist;chemist;engineer;mathematician;physicist;scientist;woman",biology;chemistry;engineering;math;physics;science;female;girl,10.2
👩🏼‍🔬,Female Scientist,SMILEYS & PEOPLE,U+1F469 U+1F3FC U+200D U+1F52C,U+1F469 U+200D U+1F52C,"biologist;chemist;engineer;mathematician;physicist;scientist;woman",biology;chemistry;engineering;math;physics;science;female;girl,10.2
